flr,km,cls_idx,attacker_idxs,avg_ks_gap[id_],avg_us_score[id_],avg_d_to_centroids[id_],var_centroid,var_ks_gap,var_us_score
1,1,[0 1 4 7],"[0, 4, 7]",9.446580474895057,0.8024417403520836,0.07884493178320925,0.6066123935304076,367.88309507414357,26.151497666467872
1,1,[5 8 9],"[0, 4, 7]",1.8000690637544696,0.21835018817682209,0.1303892622387155,0.6066123935304076,367.88309507414357,26.151497666467872
1,1,[2 3 6],"[0, 4, 7]",0.8423164339341925,0.08746833512470566,0.13889675113687028,0.6066123935304076,367.88309507414357,26.151497666467872
1,2,[0 4 7],"[0, 4, 7]",11.550161028501071,0.9744772155786524,0.13119219151992798,0.41141564322967,446.7930213367879,32.06420972856139
1,2,[5 8 9],"[0, 4, 7]",1.8000690637544696,0.21835018817682209,0.1933907476625278,0.41141564322967,446.7930213367879,32.06420972856139
1,2,[1 2 3 6],"[0, 4, 7]",1.4156970289699,0.1371850800116236,0.175990378839674,0.41141564322967,446.7930213367879,32.06420972856139
2,1,[0],"[5, 8]",1.374490902323191,0.6089335621284122,4.163336342344337e-17,4.579674239983222,481.90994067399214,14.865542988725663
2,1,[3 5 8 9],"[5, 8]",11.571449628399689,0.8269879865840695,0.1401304650523683,4.579674239983222,481.90994067399214,14.865542988725663
2,1,[1 2 4 6 7],"[5, 8]",1.4009630981811279,0.1533983358415892,0.07455041241776719,4.579674239983222,481.90994067399214,14.865542988725663
2,2,[5 8],"[5, 8]",14.492533485396635,0.863040331752027,0.19582376042735974,0.6091585363958861,389.0515058754895,12.326609946217868
2,2,[0 2 3 4 7],"[5, 8]",1.7968484973409282,0.435194597019411,0.14688327585000108,0.6091585363958861,389.0515058754895,12.326609946217868
2,2,[1 6 9],"[5, 8]",5.5652651497765575,0.2606078463571759,0.2299745916658746,0.6091585363958861,389.0515058754895,12.326609946217868
3,1,[1 2 8],[8],5.894039571461799,0.8473433437140482,0.19312780592692866,0.43832473989112314,183.3526995213176,24.41128291926083
3,1,[0 5 7 9],[8],1.6048888974967799,0.20109301431635762,0.1281157198610166,0.43832473989112314,183.3526995213176,24.41128291926083
