flr,cls_idx,attacker_idxs,avg_ks_gap[id_],avg_us_score[id_],avg_d_to_centroids[id_],var_centroid,var_ks_gap,var_us_score
1,[0 1 4 6 7],"[0, 4, 7]",7.652283518787118,0.662791817715003,0.10256256421664345,0.2659241526150422,207.6447690071583,15.151784682468739
1,[2 3 5 8 9],"[0, 4, 7]",1.4904121597421252,0.16265268854758053,0.1383582823911624,0.2659241526150422,207.6447690071583,15.151784682468739
1,[1 2 3 6],"[0, 4, 7]",1.4156970289699,0.1371850800116236,0.175990378839674,0.41141564322967,446.7930213367879,32.06420972856139
1,[0 4 7],"[0, 4, 7]",11.550161028501071,0.9744772155786524,0.13119219151992798,0.41141564322967,446.7930213367879,32.06420972856139
1,[5 8 9],"[0, 4, 7]",1.8000690637544696,0.21835018817682209,0.1933907476625278,0.41141564322967,446.7930213367879,32.06420972856139
2,[0 2 3 5 6 8 9],"[1, 4, 7]",4.582767433128331,0.2962714517253481,0.1038282081573642,1.2315255808864585,148.82321603472445,18.16739244018973
2,[1 4 7],"[1, 4, 7]",11.501996046483635,0.9762470960724522,0.04357384704445017,1.2315255808864585,148.82321603472445,18.16739244018973
2,[0 3 5 6 8],"[1, 4, 7]",5.136958814346382,0.3028878162318849,0.15281052980795923,1.4136577993041657,190.2984227581662,20.080507691188004
2,[1 4 7],"[1, 4, 7]",11.501996046483635,0.9762470960724522,0.16310403180885139,1.4136577993041657,190.2984227581662,20.080507691188004
2,[2 9],"[1, 4, 7]",3.1972889800832043,0.279730540459006,0.2689655599853733,1.4136577993041657,190.2984227581662,20.080507691188004
3,[2 4 5 7 8],[],2.618105922499171,0.6918324575826132,0.1660117064170245,0.12651918649243288,0.05274905156883872,7.578370467994333
3,[0 1 3 6 9],[],2.544307223693815,0.30343766587482257,0.13826401576022804,0.12651918649243288,0.05274905156883872,7.578370467994333
3,[1 2 3 6],[],2.438793162559958,0.2887908782011286,0.1870383041334001,0.07475325709649241,4.135852546949181,5.238985190248327
3,[5 8 9],[],3.053421658590745,0.6135191257011835,0.21695124761292994,0.07475325709649241,4.135852546949181,5.238985190248327
3,[0 4 7],[],2.298876034984288,0.6602099091263716,0.19960318536212465,0.07475325709649241,4.135852546949181,5.238985190248327
4,[0 1 4 5 7 9],"[2, 3, 5, 6, 8]",3.1225870605092076,0.31315627621084274,0.1385596702091845,0.0269001459976561,227.56572761980033,11.4100775352665
4,[2 3 6 8],"[2, 3, 5, 6, 8]",11.194999282187567,0.8221551176830081,0.12661542574082427,0.0269001459976561,227.56572761980033,11.4100775352665
4,[0 7 9],"[2, 3, 5, 6, 8]",0.38282476561822537,0.08809935478272657,0.20973422465957572,1.3578635534094325,465.7887977269455,16.485444975712518
4,[1 4],"[2, 3, 5, 6, 8]",2.6970630933640454,0.6061435373334483,0.26443552733401926,1.3578635534094325,465.7887977269455,16.485444975712518
4,[2 3 5 6 8],"[2, 3, 5, 6, 8]",11.394583801644549,0.7381945977964024,0.13615476693886036,1.3578635534094325,465.7887977269455,16.485444975712518
5,[0 1 2 5 8 9],[],1.6857367031330828,0.38152318039215793,0.08726648708832933,0.4013018969810338,28.397770593043,3.419688257621117
5,[3 4 6 7],[],3.3823325119134466,0.6467114921985988,0.1289214055015625,0.4013018969810338,28.397770593043,3.419688257621117
5,[1 2 5],[],1.0810181699654262,0.4845833669192867,0.15072619038840138,0.7234920906100732,39.24198098674372,4.832463326641403
5,[3 4 6 7],[],3.3823325119134466,0.6467114921985988,0.17243815460759856,0.7234920906100732,39.24198098674372,4.832463326641403
5,[0 8 9],[],2.290455236300739,0.2784629938650291,0.23726888248226494,0.7234920906100732,39.24198098674372,4.832463326641403
6,[1 3 4 6],"[2, 5]",4.27800326868112,0.37005604243468515,0.18911951084933185,0.6867862466058968,21.045160300005183,0.7699684360380891
6,[0 2 5 7 8 9],"[2, 5]",6.397784717291643,0.4847909734610343,0.1235818852948068,0.6867862466058968,21.045160300005183,0.7699684360380891
6,[2 5],"[2, 5]",14.80096572025781,0.7141938597253004,0.2432273454021543,0.36001452770911463,453.85000325087327,12.306327961503598
6,[4 6 7 8],"[2, 5]",1.3124365329741847,0.14643292914532663,0.18367843751834526,0.36001452770911463,453.85000325087327,12.306327961503598
6,[0 1 3 9],"[2, 5]",5.161760951515492,0.5937126436182597,0.18776616100976815,0.36001452770911463,453.85000325087327,12.306327961503598
7,[1 4 6 8],[7],1.4531331459273416,0.5223714423480071,0.14473475563498528,8.29104770599384e-05,38.17166471632969,0.332818815241803
7,[0 2 3 5 7 9],[7],3.372525977500914,0.4422413857386611,0.14404276312282355,8.29104770599384e-05,38.17166471632969,0.332818815241803
7,[2 5 7],[7],5.313836689421809,0.34789669020525166,0.22433780375032186,0.2597158047007218,121.8979607316054,1.569629147193911
7,[1 4 6 8],[7],1.4531331459273416,0.5223714423480071,0.17753317181927122,0.2597158047007218,121.8979607316054,1.569629147193911
7,[0 3 9],[7],1.4312152655800194,0.5365860812720705,0.22951349901236617,0.2597158047007218,121.8979607316054,1.569629147193911
8,[0 3 4 8 9],[5],1.6440964401732407,0.456733962377686,0.1469389300394796,0.3257231092971655,71.98433784324575,0.3421006603714996
8,[1 2 5 6 7],[5],4.655695092042499,0.38102429925137415,0.10632058978388259,0.3257231092971655,71.98433784324575,0.3421006603714996
8,[3 5],[5],12.077620231306359,0.48990054781209436,0.3198785666170558,2.2800680725963836,599.2039668395976,2.255426666670279
8,[1 2 6 7],[5],0.5024736236071288,0.29183232500974127,0.16727889917989036,2.2800680725963836,599.2039668395976,2.255426666670279
8,[0 4 8 9],[5],1.3334556760093665,0.5104152281205367,0.17225211114482383,2.2800680725963836,599.2039668395976,2.255426666670279
9,[3 5 6 8 9],"[3, 5, 6, 8, 9]",13.266676160636887,0.822050296668569,0.12264479485894213,0.32807576860108617,339.681215803098,13.616975678437768
9,[0 1 2 4 7],"[3, 5, 6, 8, 9]",2.8144464617959044,0.27536153332578683,0.08567341242141274,0.32807576860108617,339.681215803098,13.616975678437768
9,[3 5 6 8 9],"[3, 5, 6, 8, 9]",13.266676160636887,0.822050296668569,0.13464179193061304,1.61495393947629,384.4349662927072,14.431993915109192
9,[1 4 7],"[3, 5, 6, 8, 9]",2.778245321262316,0.19973461600653244,0.2090627307185471,1.61495393947629,384.4349662927072,14.431993915109192
9,[0 2],"[3, 5, 6, 8, 9]",2.8687481725962876,0.3888019093046684,0.2760613977958035,1.61495393947629,384.4349662927072,14.431993915109192
10,[1 2 4 5 8 9],"[0, 3, 8]",3.8180054805107377,0.3152522368917691,0.11191538219055563,0.6371306343960302,111.11888142757431,7.62421489858124
10,[0 3 6 7],"[0, 3, 8]",9.195907375381378,0.7107981555622289,0.17207128003318128,0.6371306343960302,111.11888142757431,7.62421489858124
10,[2],"[0, 3, 8]",2.5915839171355906,0.5,1.962615573354719e-17,5.7239593515078635,638.6490974171129,2.251189873165978
10,[1 4 5 6 7 9],"[0, 3, 8]",1.5609735168749108,0.3832536426771533,0.1297980452982526,5.7239593515078635,638.6490974171129,2.251189873165978
10,[0 3 8],"[0, 3, 8]",15.911412455401626,0.6450613958455368,0.1847954693336813,5.7239593515078635,638.6490974171129,2.251189873165978
11,[0 1 2 4 6 7 8],"[0, 1]",5.047372894805737,0.4842298542280945,0.10347351450900925,0.6225780675380012,47.489384492255624,1.8522160987716092
11,[3 5 9],"[0, 1]",2.3896337502074836,0.3124391052282348,0.16084197768338718,0.6225780675380012,47.489384492255624,1.8522160987716092
11,[0 1],"[0, 1]",12.006032947705876,0.42720711331448646,0.2689253179810751,0.985481815189166,385.371392690615,2.760280798083949
11,[4 6 7 8],"[0, 1]",1.4689188535332525,0.5677119457191511,0.16790885920255458,0.985481815189166,385.371392690615,2.760280798083949
11,[2 3 5 9],"[0, 1]",3.1531925511794627,0.3004160714439472,0.18011949512881786,0.985481815189166,385.371392690615,2.760280798083949
12,[0 1 3 5 7 8 9],[1],3.763310697572371,0.23407598917289466,0.11628506321139563,1.735250669794724,2.5121751268495465,7.378715398423154
12,[2 4 6],[1],4.403895626901684,0.5808681766666559,0.2251387111136478,1.735250669794724,2.5121751268495465,7.378715398423154
12,[1 3 8 9],[1],5.239672684531593,0.2824706393138677,0.19947940756119234,0.04157095254051942,56.45520834206413,8.744893478981886
12,[2 4 6],[1],4.403895626901684,0.5808681766666559,0.209898262478213,0.04157095254051942,56.45520834206413,8.744893478981886
12,[0 5 7],[1],1.7948280482934085,0.1695497889849306,0.22236704304379673,0.04157095254051942,56.45520834206413,8.744893478981886
13,[0 1 5 6 7 9],"[1, 7, 9]",5.917233333065316,0.4137200499944785,0.12437217868749356,0.4249860081996373,10.569305492916655,2.9804584187968413
13,[2 3 4 8],"[1, 7, 9]",4.43774094374459,0.6676034807518217,0.1747990757118506,0.4249860081996373,10.569305492916655,2.9804584187968413
13,[0 3],"[1, 7, 9]",3.236107039980766,0.21776534502538192,0.3194911199020055,1.7636930453990225,235.2756686151584,6.922387824665735
13,[2 4 5 6 8],"[1, 7, 9]",2.88829219766522,0.5671740516445899,0.16206955297207046,1.7636930453990225,235.2756686151584,6.922387824665735
13,[1 7 9],"[1, 7, 9]",10.780229568360875,0.6271110915668148,0.22757648292161903,1.7636930453990225,235.2756686151584,6.922387824665735
14,[0 1 2 3 4 7],"[0, 7]",4.014180362483001,0.33574143282262153,0.08717041066004516,1.2120761576193084,8.023573170995443,7.005664212992609
14,[5 6 8 9],"[0, 7]",2.956540632184372,0.7204273849926209,0.1654213462691554,1.2120761576193084,8.023573170995443,7.005664212992609
14,[1 3 4 5],"[0, 7]",1.7412481634705905,0.46556622496108113,0.19490962007102586,0.7865838330795244,256.49886005652104,0.11743067358009178
14,[2 6 8 9],"[0, 7]",2.5549577018231435,0.5206175892374629,0.1944390760589475,0.7865838330795244,256.49886005652104,0.11743067358009178
14,[0 7],"[0, 7]",9.363210621230277,0.47571144005601834,0.28379261217877205,0.7865838330795244,256.49886005652104,0.11743067358009178
15,[0 1 5 6 7 8],"[0, 6]",4.796885762630052,0.3299982911743831,0.1238268004772416,0.36067979202594996,12.514014546906537,4.733242536575203
15,[2 3 4 9],"[0, 6]",3.3674224266466695,0.6317296875332452,0.16985389986946614,0.36067979202594996,12.514014546906537,4.733242536575203
15,[0 6],"[0, 6]",8.612713079879505,0.4100771399772503,0.2945069270848544,1.4375193734706548,151.5020482005414,0.602973565603019
15,[1 2 3],"[0, 6]",2.3323805964306366,0.386954032754113,0.2065417833892067,1.4375193734706548,151.5020482005414,0.602973565603019
15,[4 5 7 8 9],"[0, 6]",3.6056872666632147,0.5051784237924879,0.15874429947740837,1.4375193734706548,151.5020482005414,0.602973565603019
16,[1 3 4 5 6 9],[3],3.1716128759733837,0.3030925385665127,0.08802274310986415,2.1263247051020917,16.626000381946497,13.139202649508306
16,[0 2 7 8],[3],4.799684038719625,0.8546745650112108,0.19838550198091195,2.1263247051020917,16.626000381946497,13.139202649508306
16,[0 2 8],[3],5.213601946033848,0.8917628090073683,0.23052020618139982,0.23486008568346012,62.38024577777432,13.190266973097946
16,[1 4 5 6],[3],1.800895378745965,0.22818676732960136,0.18650339103433544,0.23486008568346012,62.38024577777432,13.190266973097946
16,[3 7 9],[3],5.1280086858777985,0.5497393317011363,0.23772670343235944,0.23486008568346012,62.38024577777432,13.190266973097946
17,[0 1 2 4 8 9],"[1, 3, 8]",5.317087832405164,0.4620547314513426,0.11759525912551888,0.22751316927226067,0.909048222267961,0.10215337491152116
17,[3 5 6 7],"[1, 3, 8]",5.765976230192097,0.5065396007795897,0.15266299711936998,0.22751316927226067,0.909048222267961,0.10215337491152116
17,[1 3 6 8],"[1, 3, 8]",9.038987732361246,0.6760066114746613,0.19055818115602358,0.10179117399034293,162.25891337985513,5.265924598371288
17,[5 7 9],"[1, 3, 8]",2.2398034166130927,0.37260116427884515,0.2186727132504266,0.10179117399034293,162.25891337985513,5.265924598371288
17,[0 2 4],"[1, 3, 8]",4.030356911971704,0.32555228436374484,0.22395372263442184,0.10179117399034293,162.25891337985513,5.265924598371288
18,[0 5 6 8],"[1, 7, 9]",2.2352314865922587,0.7283879265708064,0.1470162460902932,1.3148149041585322,43.245989624903686,7.395742776712727
18,[1 2 3 4 7 9],"[1, 7, 9]",4.681050136019874,0.33229377101418617,0.07125522865429883,1.3148149041585322,43.245989624903686,7.395742776712727
18,[2 3 4],"[1, 7, 9]",0.5015154608733781,0.25466884330087547,0.2424821740054044,0.41001917107751684,335.63788857257487,8.373799932483386
18,[0 5 6 8],"[1, 7, 9]",2.2352314865922587,0.7283879265708064,0.17122359090156322,0.41001917107751684,335.63788857257487,8.373799932483386
