fl_iter,main_task_acc,backdoor_acc,raw_task_acc,adv_norm_diff,wg_norm
114,96.8075,97.0,98.525,0.0,10.773543357849121
115,96.9725,97.0,97.875,0.0,10.776737213134766
116,96.8625,95.0,97.875,0.0,10.779293060302734
117,96.695,94.0,98.025,0.0,10.779260635375977
118,96.5525,97.0,98.775,0.0,10.78151798248291
119,96.6075,97.0,99.075,0.0,10.784222602844238
120,96.5725,96.0,98.55,0.0,10.788127899169922
121,96.655,96.0,98.525,0.0,10.790023803710938
122,96.4925,96.0,98.25,0.0,10.793538093566895
123,96.9675,96.0,97.975,0.0,10.796464920043945
124,96.915,97.0,98.15,0.47943177819252014,10.798765182495117
125,96.99,97.0,97.75,0.0,10.799938201904297
126,96.9,97.0,98.45,0.0,10.800627708435059
127,96.9375,97.0,98.225,0.0,10.802376747131348
128,96.8575,97.0,97.75,0.136275976896286,10.804192543029785
129,96.74,97.0,98.175,0.0,10.807525634765625
130,96.7325,94.0,98.225,0.0,10.811023712158203
131,96.765,97.0,98.15,0.0,10.813318252563477
132,97.1025,96.0,97.925,0.0,10.818387985229492
133,97.08,96.0,97.625,0.0,10.821185111999512
134,97.07,96.0,97.825,0.0,10.823883056640625
135,97.1475,97.0,98.2,0.14497245848178864,10.825383186340332
136,96.86,93.0,97.875,0.0,10.825876235961914
137,97.14,92.0,98.7,0.1938568353652954,10.826628684997559
138,97.1225,93.0,98.75,0.0,10.830394744873047
139,96.9525,92.0,97.775,0.0,10.832345008850098
140,97.13,94.0,97.2,0.0,10.838247299194336
141,96.86,97.0,99.2,0.0,10.841682434082031
142,96.8375,95.0,95.325,0.0,10.846148490905762
143,97.015,94.0,97.15,0.0,10.851461410522461
144,96.995,92.0,97.675,0.0,10.853897094726562
145,97.1175,96.0,97.875,0.0,10.855764389038086
146,97.0425,96.0,97.725,0.08320926129817963,10.856138229370117
147,96.9575,96.0,98.1,0.06426206231117249,10.856348991394043
148,97.11,97.0,98.025,0.1325291097164154,10.856760025024414
149,96.305,95.0,98.325,0.0,10.860565185546875
150,97.2575,95.0,98.7,0.0,10.858291625976562
151,97.4325,96.0,98.25,0.0,10.862473487854004
152,97.4675,96.0,98.225,0.0,10.86797046661377
153,97.405,96.0,98.55,0.0,10.871374130249023
154,97.34,96.0,98.45,0.07431203871965408,10.873764038085938
155,97.2525,97.0,98.475,0.13631530106067657,10.878396987915039
156,97.1275,96.0,98.675,0.0,10.881866455078125
157,97.085,96.0,98.925,0.0,10.88322639465332
158,97.19,97.0,98.475,0.0,10.883102416992188
159,97.3725,97.0,98.0,0.0,10.88821029663086
160,97.4375,96.0,98.325,0.1823364645242691,10.889933586120605
161,97.3975,97.0,98.125,0.0,10.8916597366333
162,97.3475,96.0,98.4,0.0,10.892937660217285
163,97.37,97.0,98.75,0.0,10.894798278808594
164,97.385,97.0,98.825,0.07984879612922668,10.895835876464844
165,97.515,96.0,98.9,0.0,10.898139953613281
166,97.5575,97.0,98.75,0.0,10.899384498596191
167,97.445,96.0,99.025,0.0,10.90167236328125
168,97.59,95.0,98.175,0.0,10.90339183807373
169,97.4925,91.0,98.15,0.0,10.904691696166992
170,97.5425,96.0,98.55,0.0,10.905387878417969
171,97.44,96.0,98.925,0.0,10.90867805480957
172,97.405,97.0,98.7,0.0,10.912070274353027
173,97.3025,97.0,98.8,0.06694955378770828,10.91348648071289
174,97.5325,93.0,98.625,0.0,10.917499542236328
175,97.445,92.0,98.65,0.11505589634180069,10.916786193847656
176,97.605,91.0,98.45,0.0,10.919610023498535
177,97.515,95.0,99.25,0.0,10.920312881469727
178,97.495,98.0,98.8,0.0,10.922171592712402
179,97.5075,97.0,98.8,0.0,10.920828819274902
180,97.38,98.0,98.95,0.09767117351293564,10.925813674926758
181,97.415,95.0,98.8,0.0,10.928635597229004
182,97.3075,97.0,99.05,0.2022676318883896,10.929664611816406
183,97.3425,98.0,99.15,0.0,10.932768821716309
184,97.5375,93.0,98.025,0.09614017605781555,10.934770584106445
185,97.59,95.0,98.25,0.15200820565223694,10.937167167663574
186,97.6525,95.0,98.225,0.0,10.939863204956055
187,97.685,95.0,98.6,0.0,10.93957805633545
188,97.635,95.0,98.775,0.0,10.941893577575684
189,97.525,95.0,98.45,0.0,10.942780494689941
190,97.5225,98.0,98.45,0.0,10.943303108215332
191,97.5275,98.0,98.45,0.0,10.944343566894531
192,97.6325,95.0,98.0,0.0,10.947061538696289
193,97.6025,95.0,98.375,0.0,10.950161933898926
194,97.64,97.0,98.775,0.0,10.949981689453125
195,97.6425,97.0,98.5,0.0,10.951810836791992
196,97.4475,96.0,97.825,0.14773300290107727,10.953866958618164
197,97.65,97.0,97.65,0.08336545526981354,10.956608772277832
198,97.7325,92.0,97.9,0.0,10.957911491394043
199,97.6425,91.0,97.525,0.0,10.959888458251953
200,97.7125,92.0,98.15,0.147429421544075,10.961448669433594
201,97.7875,92.0,98.45,0.0,10.963578224182129
202,97.69,92.0,98.225,0.20554912090301514,10.96661376953125
203,97.7375,92.0,97.95,0.0,10.968412399291992
204,97.61,93.0,98.45,0.0,10.969727516174316
205,97.6375,96.0,98.5,0.06670666486024857,10.970836639404297
206,97.7,95.0,98.875,0.0,10.973294258117676
207,97.5675,95.0,97.025,0.0,10.976412773132324
208,97.6675,97.0,98.0,0.11461331695318222,10.977474212646484
209,97.5975,97.0,97.775,0.0,10.980961799621582
210,97.6375,93.0,97.35,0.0,10.981413841247559
211,97.6825,97.0,97.625,0.1057557761669159,10.983040809631348
212,97.8075,95.0,98.55,0.06935074925422668,10.986588478088379
213,97.75,96.0,98.725,0.0,10.987421989440918
214,97.6725,95.0,98.675,0.0,10.99023723602295
215,97.7575,96.0,98.6,0.05306312441825867,10.992026329040527
216,97.5975,96.0,99.15,0.05538194254040718,10.99381160736084
217,97.7525,95.0,99.1,0.0,10.994613647460938
218,97.81,96.0,98.7,0.0,10.996756553649902
219,97.8,96.0,98.075,0.0,10.996258735656738
220,97.665,95.0,98.45,0.0,10.998576164245605
221,97.685,96.0,98.275,0.0,10.996106147766113
222,97.7375,94.0,97.35,0.0,10.999385833740234
223,97.8875,94.0,97.475,0.0,10.998344421386719
224,97.8625,96.0,97.7,0.0,10.999323844909668
225,97.8325,95.0,97.475,0.0,11.0013427734375
226,97.91,95.0,98.8,0.0,11.002110481262207
227,97.9,96.0,98.75,0.08222917467355728,11.001655578613281
228,97.88,96.0,98.475,0.0,11.004843711853027
229,97.815,97.0,98.825,0.0,11.005473136901855
230,97.815,96.0,99.2,0.0,11.007628440856934
231,97.8575,96.0,98.775,0.09251280874013901,11.010095596313477
232,97.8175,97.0,99.2,0.0,11.012947082519531
233,97.8825,96.0,99.1,0.0,11.016366004943848
234,97.8625,97.0,98.7,0.0,11.01830768585205
235,97.865,97.0,98.475,0.12399269640445709,11.019784927368164
236,97.8875,97.0,98.475,0.0,11.021468162536621
237,97.895,96.0,98.525,0.0,11.023087501525879
238,97.675,96.0,99.55,0.11377295851707458,11.02469539642334
239,97.6175,97.0,99.45,0.0,11.027847290039062
240,97.8125,97.0,99.4,0.04477193206548691,11.027070045471191
241,97.7675,98.0,99.3,0.14059562981128693,11.028829574584961
242,97.735,98.0,99.275,0.08136046677827835,11.030097961425781
243,97.7875,98.0,99.25,0.0,11.032637596130371
244,97.8725,95.0,99.275,0.0,11.034547805786133
245,97.7475,98.0,99.275,0.04902926832437515,11.035226821899414
246,97.895,96.0,99.4,0.0,11.036996841430664
247,97.93,97.0,99.375,0.0,11.037235260009766
248,97.865,97.0,99.275,0.0,11.038530349731445
249,97.905,97.0,98.95,0.07805302739143372,11.039459228515625
250,97.9125,97.0,98.6,0.0,11.041592597961426
251,97.895,97.0,98.875,0.0,11.042564392089844
252,97.86,97.0,99.05,0.0,11.044205665588379
253,97.7775,97.0,99.075,0.12235245853662491,11.044392585754395
254,97.855,96.0,99.075,0.03420756384730339,11.046238899230957
255,97.765,97.0,99.225,0.09143391251564026,11.047514915466309
256,97.865,96.0,98.625,0.0,11.046782493591309
257,97.8475,97.0,98.45,0.0,11.047518730163574
258,97.855,98.0,98.9,0.19325105845928192,11.048130989074707
259,97.8025,98.0,98.8,0.04756993427872658,11.05018424987793
260,97.835,98.0,99.1,0.0,11.051753044128418
261,97.9125,95.0,98.525,0.03156021982431412,11.053189277648926
262,97.7875,96.0,99.4,0.0,11.053418159484863
263,97.8875,92.0,98.525,0.0,11.054963111877441
264,97.9025,93.0,98.7,0.17302186787128448,11.057340621948242
265,97.9,92.0,98.275,0.0,11.057841300964355
266,97.94,93.0,98.55,0.0,11.058167457580566
267,97.9625,95.0,98.65,0.0,11.057711601257324
268,97.945,98.0,98.925,0.0,11.059592247009277
269,97.895,95.0,98.975,0.0,11.06102180480957
270,97.795,97.0,98.875,0.0,11.062031745910645
271,97.875,95.0,98.525,0.0,11.062464714050293
272,97.8975,95.0,98.475,0.0,11.06342887878418
273,97.9075,95.0,98.725,0.0,11.063968658447266
274,97.9625,95.0,98.775,0.0,11.065116882324219
275,97.92,98.0,98.65,0.0,11.066104888916016
276,97.95,94.0,98.075,0.14482270181179047,11.067614555358887
277,97.9775,95.0,98.4,0.04644475877285004,11.069652557373047
278,98.035,93.0,98.475,0.0,11.071088790893555
279,98.0375,95.0,98.925,0.0,11.072348594665527
280,98.015,91.0,98.95,0.0,11.074471473693848
281,97.995,94.0,98.925,0.0,11.076104164123535
282,98.045,95.0,98.9,0.0,11.077796936035156
283,98.0525,94.0,98.85,0.029178278520703316,11.079597473144531
284,97.94,94.0,98.35,0.0,11.081220626831055
285,97.905,92.0,98.9,0.0,11.082180976867676
286,97.89,94.0,98.925,0.0,11.082337379455566
287,97.9925,94.0,99.05,0.0,11.083182334899902
288,97.965,94.0,99.0,0.0,11.085028648376465
289,97.9425,95.0,99.35,0.0,11.085089683532715
290,97.97,95.0,99.2,0.08496134728193283,11.08609676361084
291,98.0325,95.0,99.225,0.0,11.088096618652344
292,97.93,97.0,99.275,0.0,11.08965015411377
293,98.0125,95.0,99.125,0.0,11.090974807739258
294,98.0675,94.0,99.025,0.0,11.091699600219727
295,98.0225,95.0,99.0,0.0,11.091333389282227
296,97.99,97.0,99.1,0.04312097653746605,11.092957496643066
297,97.9375,94.0,98.4,0.0,11.094735145568848
298,97.9525,94.0,98.175,0.021366892382502556,11.097044944763184
299,97.945,93.0,98.45,0.08814076334238052,11.097284317016602
300,98.005,95.0,99.05,0.0,11.097317695617676
301,98.015,93.0,99.075,0.0,11.096756935119629
302,97.9275,95.0,98.925,0.0,11.097206115722656
303,97.95,95.0,98.65,0.0,11.097508430480957
304,98.0075,94.0,98.875,0.0,11.098217010498047
305,98.035,95.0,98.9,0.0,11.098428726196289
306,97.99,93.0,99.0,0.0,11.098993301391602
307,98.005,94.0,98.875,0.0,11.100116729736328
308,98.03,93.0,98.1,0.0,11.099623680114746
309,98.0625,94.0,98.4,0.0,11.099555969238281
310,97.98,93.0,98.475,0.0,11.100322723388672
311,98.0075,94.0,97.95,0.0,11.10178279876709
312,98.06,94.0,98.1,0.051299531012773514,11.102290153503418
313,98.05,94.0,98.075,0.0,11.103636741638184
314,98.1175,94.0,98.55,0.0,11.106229782104492
315,98.1075,96.0,98.3,0.05234136804938316,11.107733726501465
316,98.1675,96.0,98.8,0.04849394038319588,11.109596252441406
317,98.0675,94.0,98.8,0.0,11.110827445983887
318,98.0975,93.0,98.525,0.038087498396635056,11.110411643981934
319,98.1275,93.0,98.55,0.0,11.109238624572754
320,98.1075,93.0,98.9,0.0,11.110528945922852
321,98.0975,94.0,99.225,0.0,11.111892700195312
322,98.085,93.0,99.4,0.064129538834095,11.112516403198242
323,98.1875,93.0,98.925,0.06914100050926208,11.113852500915527
324,98.1925,93.0,98.725,0.0,11.113350868225098
325,98.16,97.0,98.825,0.0,11.114542961120605
326,98.13,97.0,99.025,0.036210816353559494,11.115944862365723
327,98.1025,98.0,99.35,0.05934029817581177,11.117280006408691
328,98.135,98.0,99.1,0.0,11.118423461914062
329,98.13,98.0,98.75,0.0,11.11922836303711
330,98.1475,96.0,98.825,0.0,11.11922550201416
331,98.1425,96.0,98.625,0.0,11.119871139526367
332,98.1225,93.0,98.125,0.0,11.120782852172852
333,98.15,96.0,98.8,0.0,11.122591018676758
334,98.1425,96.0,98.775,0.0,11.122322082519531
335,98.16,96.0,98.825,0.0,11.122601509094238
336,98.17,96.0,98.675,0.0,11.123504638671875
337,98.2,93.0,98.85,0.0,11.124309539794922
338,98.1425,93.0,98.75,0.10223118215799332,11.123881340026855
339,98.1325,93.0,98.525,0.0,11.125826835632324
340,98.105,93.0,98.55,0.0,11.126870155334473
341,98.0775,93.0,98.6,0.0,11.1277437210083
342,98.15,93.0,98.675,0.0,11.128403663635254
343,98.1625,93.0,98.6,0.14190958440303802,11.128183364868164
344,98.1575,93.0,98.8,0.042312007397413254,11.129005432128906
345,98.0075,94.0,98.85,0.0,11.130328178405762
346,98.1325,94.0,98.55,0.0,11.129790306091309
347,98.1475,94.0,98.5,0.0538509227335453,11.130154609680176
348,98.18,94.0,98.7,0.18479283154010773,11.131797790527344
349,98.1525,95.0,98.975,0.0,11.131072044372559
350,98.13,94.0,98.875,0.02980639599263668,11.132250785827637
351,98.16,94.0,98.85,0.0,11.133760452270508
352,98.1625,94.0,98.775,0.0,11.135090827941895
353,98.1325,95.0,98.675,0.03819126635789871,11.135953903198242
354,98.1025,95.0,98.525,0.0,11.137041091918945
355,98.0875,94.0,98.7,0.0,11.13769817352295
356,98.145,95.0,98.9,0.05533427372574806,11.140679359436035
357,98.14,93.0,98.625,0.0,11.141794204711914
358,98.1975,94.0,99.1,0.0,11.142108917236328
359,98.075,95.0,98.725,0.0,11.14309310913086
360,98.15,96.0,99.1,0.0,11.144475936889648
361,98.1125,96.0,99.25,0.025090603157877922,11.145901679992676
362,98.12,95.0,99.2,0.0,11.146431922912598
363,98.1825,95.0,99.025,0.0,11.147026062011719
364,98.2125,93.0,99.35,0.0,11.147310256958008
365,98.175,93.0,99.425,0.0,11.147475242614746
366,98.155,93.0,99.125,0.0,11.148723602294922
367,98.2,91.0,99.4,0.0,11.150650978088379
368,98.2575,94.0,99.425,0.0,11.151235580444336
369,98.245,91.0,99.275,0.0,11.152192115783691
370,98.2625,92.0,98.775,0.0,11.152302742004395
371,98.255,92.0,98.725,0.0,11.15153694152832
372,98.2425,94.0,98.625,0.06942695379257202,11.15328311920166
373,98.2675,96.0,99.225,0.0,11.154529571533203
374,98.2425,94.0,99.175,0.0,11.155029296875
375,98.1925,92.0,99.15,0.04664731025695801,11.156468391418457
376,98.215,94.0,99.25,0.0,11.157759666442871
377,98.2325,92.0,99.275,0.0,11.157577514648438
378,98.245,94.0,98.85,0.0,11.158428192138672
379,98.2575,94.0,98.925,0.0,11.160454750061035
380,98.205,95.0,99.125,0.0563754104077816,11.1616792678833
381,98.1575,96.0,99.15,0.0,11.162384033203125
382,98.165,96.0,99.125,0.0,11.162549018859863
383,98.175,97.0,99.45,0.0,11.163548469543457
384,98.2025,97.0,99.325,0.0,11.162583351135254
385,98.2275,97.0,99.125,0.03788268566131592,11.16382122039795
386,98.3125,97.0,99.075,0.0,11.164894104003906
387,98.3075,94.0,99.3,0.0,11.164923667907715
388,98.305,95.0,99.275,0.0,11.16598892211914
389,98.275,96.0,99.35,0.03867942839860916,11.166518211364746
390,98.265,94.0,98.775,0.0,11.167457580566406
391,98.2475,96.0,98.725,0.0,11.167866706848145
392,98.265,96.0,98.85,0.0,11.169046401977539
393,98.26,97.0,99.0,0.0,11.169170379638672
394,98.2725,95.0,98.9,0.03127088397741318,11.169562339782715
395,98.2375,94.0,98.825,0.06854230165481567,11.170701026916504
396,98.2775,95.0,99.025,0.0,11.17003059387207
397,98.1925,97.0,98.85,0.04701528325676918,11.170235633850098
398,98.14,95.0,98.025,0.027969179674983025,11.171029090881348
399,98.225,95.0,98.575,0.03813705965876579,11.17219352722168
400,98.2475,96.0,98.75,0.022374197840690613,11.173770904541016
401,98.25,95.0,98.85,0.0,11.175000190734863
402,98.285,95.0,98.925,0.0,11.175642967224121
403,98.3075,95.0,98.8,0.061299219727516174,11.176164627075195
404,98.275,95.0,98.8,0.017160745337605476,11.177355766296387
405,98.2675,96.0,99.05,0.0,11.178290367126465
406,98.31,95.0,98.975,0.0,11.178235054016113
407,98.3,96.0,98.9,0.0,11.178731918334961
408,98.3175,96.0,98.925,0.0,11.179823875427246
409,98.325,95.0,98.825,0.026325365528464317,11.180861473083496
410,98.31,96.0,98.9,0.07718959450721741,11.181281089782715
411,98.31,94.0,98.8,0.0,11.182153701782227
412,98.3,94.0,98.8,0.0414876714348793,11.182517051696777
413,98.2675,96.0,98.8,0.0,11.182502746582031
414,98.3075,96.0,98.8,0.0,11.183136940002441
415,98.3025,95.0,98.875,0.08147120475769043,11.183565139770508
416,98.2875,95.0,98.8,0.0,11.184622764587402
417,98.26,95.0,99.0,0.05364542827010155,11.184021949768066
418,98.265,94.0,98.85,0.0,11.185076713562012
419,98.275,94.0,98.8,0.0,11.184155464172363
420,98.2375,94.0,99.15,0.0,11.185269355773926
421,98.2625,94.0,99.0,0.0,11.185944557189941
422,98.245,94.0,99.075,0.0,11.186882019042969
423,98.265,95.0,98.925,0.0979059636592865,11.187158584594727
424,98.2475,94.0,98.925,0.0,11.188047409057617
425,98.3275,93.0,98.875,0.0,11.188590049743652
426,98.305,94.0,98.825,0.03235922008752823,11.188956260681152
427,98.27,94.0,98.6,0.0,11.190150260925293
428,98.27,94.0,98.525,0.0,11.19040584564209
429,98.31,95.0,98.775,0.0,11.190953254699707
430,98.365,93.0,98.75,0.0,11.191547393798828
431,98.355,93.0,99.1,0.0,11.192514419555664
432,98.3925,93.0,99.175,0.07036808878183365,11.192994117736816
433,98.3625,93.0,99.075,0.037603072822093964,11.193488121032715
434,98.37,93.0,99.05,0.0,11.194551467895508
435,98.3625,93.0,99.175,0.0,11.19480037689209
436,98.41,95.0,99.175,0.0,11.196096420288086
437,98.415,95.0,99.25,0.0,11.197571754455566
438,98.3775,93.0,98.45,0.0,11.19817066192627
439,98.3525,93.0,98.5,0.0,11.198982238769531
440,98.3375,93.0,98.275,0.0,11.199443817138672
441,98.3275,93.0,98.4,0.0,11.1997709274292
442,98.3475,93.0,98.525,0.0,11.200840950012207
443,98.3925,93.0,99.05,0.0,11.201438903808594
444,98.405,93.0,99.35,0.0,11.201153755187988
445,98.375,93.0,99.3,0.0,11.20101547241211
446,98.3875,93.0,99.225,0.0,11.201207160949707
447,98.35,93.0,99.275,0.0,11.201400756835938
448,98.39,93.0,99.3,0.0,11.201591491699219
449,98.4,93.0,99.25,0.0,11.202540397644043
450,98.385,93.0,98.825,0.0,11.203746795654297
451,98.3825,93.0,98.85,0.03757460042834282,11.203444480895996
452,98.3725,96.0,98.95,0.0,11.203906059265137
453,98.34,96.0,99.225,0.0,11.204180717468262
454,98.2825,96.0,99.1,0.019217245280742645,11.203889846801758
455,98.315,95.0,98.625,0.02534891664981842,11.203868865966797
456,98.345,95.0,98.675,0.0,11.203864097595215
457,98.385,96.0,98.7,0.06695326417684555,11.205314636230469
458,98.3225,96.0,98.675,0.0,11.201985359191895
459,98.36,96.0,98.8,0.0,11.20310115814209
460,98.4025,93.0,98.825,0.0,11.204163551330566
461,98.4,93.0,98.85,0.05734453722834587,11.204716682434082
462,98.45,93.0,98.975,0.0,11.20511245727539
463,98.4125,93.0,98.875,0.0,11.206022262573242
464,98.375,93.0,98.725,0.0,11.206952095031738
465,98.3825,93.0,98.7,0.0,11.207107543945312
466,98.4125,93.0,98.75,0.0,11.208084106445312
467,98.39,93.0,98.625,0.05302722379565239,11.208502769470215
468,98.39,93.0,98.625,0.0,11.208683013916016
469,98.395,93.0,98.6,0.0,11.209716796875
470,98.37,93.0,98.7,0.027355236932635307,11.210223197937012
471,98.36,95.0,98.775,0.0314921997487545,11.21121883392334
472,98.355,96.0,98.9,0.0,11.212066650390625
473,98.3625,96.0,99.0,0.0,11.212932586669922
474,98.39,96.0,99.1,0.0,11.213492393493652
475,98.3925,93.0,99.2,0.0,11.213656425476074
476,98.2975,94.0,99.175,0.0,11.214247703552246
477,98.35,94.0,99.05,0.0,11.214829444885254
478,98.345,96.0,99.125,0.0,11.214945793151855
479,98.3875,94.0,99.175,0.0,11.214097023010254
480,98.375,96.0,99.1,0.0,11.214526176452637
481,98.41,94.0,98.95,0.0,11.216063499450684
482,98.355,94.0,98.95,0.0,11.216642379760742
483,98.395,94.0,98.8,0.0,11.217151641845703
484,98.3675,94.0,98.35,0.036396343261003494,11.217421531677246
485,98.3425,94.0,98.25,0.0,11.217599868774414
486,98.36,94.0,98.325,0.035995807498693466,11.218875885009766
487,98.345,95.0,98.45,0.0,11.220332145690918
488,98.34,95.0,98.45,0.0,11.221062660217285
489,98.335,95.0,98.55,0.0,11.221390724182129
490,98.385,95.0,98.75,0.0,11.222241401672363
491,98.36,95.0,98.4,0.0,11.222736358642578
492,98.365,95.0,98.525,0.0,11.222223281860352
493,98.3775,95.0,98.675,0.08404701203107834,11.223090171813965
494,98.39,96.0,98.7,0.04674379155039787,11.223505020141602
495,98.3375,96.0,99.325,0.0301881842315197,11.224769592285156
496,98.3725,93.0,99.375,0.027849551290273666,11.225754737854004
497,98.36,93.0,99.275,0.0,11.225570678710938
498,98.375,93.0,99.475,0.0,11.226296424865723
